Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
3RAWI6XY,journalArticle,2018,"Siddaway, Andy P.; Wood, Alex M.; Hedges, Larry V.","How to Do a Systematic Review: A Best Practice Guide for Conducting and Reporting Narrative Reviews, Meta-Analyses, and Meta-Syntheses",Annual Review of Psychology,,1545-2085,10.1146/annurev-psych-010418-102803,,"Systematic reviews are characterized by a methodical and replicable methodology and presentation. They involve a comprehensive search to locate all relevant published and unpublished work on a subject; a systematic integration of search results; and a critique of the extent, nature, and quality of evidence in relation to a particular research question. The best reviews synthesize studies to draw broad theoretical conclusions about what a literature means, linking theory to evidence and evidence to theory. This guide describes how to plan, conduct, organize, and present a systematic review of quantitative (meta-analysis) or qualitative (narrative review, meta-synthesis) information. We outline core standards and principles and describe commonly encountered problems. Although this guide targets psychological scientists, its high level of abstraction makes it potentially relevant to any subject area or discipline. We argue that systematic reviews are a key methodology for clarifying whether and how research findings replicate and for explaining possible inconsistencies, and we call for researchers to conduct systematic reviews to help elucidate whether there is a replication crisis. Expected final online publication date for the Annual Review of Psychology Volume 70 is January 4, 2019. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates.",2018-08-08,2020-07-13 16:52:49,2020-07-13 16:52:49,,,,,,,Annu Rev Psychol,How to Do a Systematic Review,,,,,,,eng,,,,,PubMed,,PMID: 30089228,,,http://www.ncbi.nlm.nih.gov/pubmed/30089228,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDHAJVYG,journalArticle,2018,"Karp, Natasha A.; Reavey, Neil",Sex bias in preclinical research and an exploration of how to change the status quo,British Journal of Pharmacology,,1476-5381,10.1111/bph.14539,,"There has been a revolution within clinical trials to include females in the research pipeline. However, there has been limited change in the preclinical arena; yet the research here lays the ground work for the subsequent clinical trials. Sex bias has been highlighted as one of the contributing factors to the poor translation and replicability issues undermining preclinical research. There have been multiple calls for action and the funders of biomedical research are actively pushing the inclusion of sex as a biological variable. Here we consider the current standard practice within the preclinical research setting, why there is a movement to include females, and why the imbalance exists. We explore organisational change theory as a tool to shape strategies needed at an individual and institute level to change the status quo. The ultimate goal is to create a scientific environment in which our preclinical research automatically implements sex sensitive approaches.",2018-11-12,2020-07-13 16:52:49,2020-07-13 16:52:49,,,,,,,Br. J. Pharmacol.,,,,,,,,eng,,,,,PubMed,,PMID: 30418665,,,http://www.ncbi.nlm.nih.gov/pubmed/30418665,PubMed,preclinical research; 3Rs; in-vivo; replicability crisis; reproducibility; sex bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282CGHC4,journalArticle,2018,"Bello, Nora M.; Renter, David G.",Invited review: Reproducible research from noisy data: Revisiting key statistical principles for the animal sciences,Journal of Dairy Science,,0022-0302,10.3168/jds.2017-13978,http://www.sciencedirect.com/science/article/pii/S002203021830403X,"Reproducible results define the very core of scientific integrity in modern research. Yet, legitimate concerns have been raised about the reproducibility of research findings, with important implications for the advancement of science and for public support. With statistical practice increasingly becoming an essential component of research efforts across the sciences, this review article highlights the compelling role of statistics in ensuring that research findings in the animal sciences are reproducible—in other words, able to withstand close interrogation and independent validation. Statistics set a formal framework and a practical toolbox that, when properly implemented, can recover signal from noisy data. Yet, misconceptions and misuse of statistics are recognized as top contributing factors to the reproducibility crisis. In this article, we revisit foundational statistical concepts relevant to reproducible research in the context of the animal sciences, raise awareness on common statistical misuse undermining it, and outline recommendations for statistical practice. Specifically, we emphasize a keen understanding of the data generation process throughout the research endeavor, from thoughtful experimental design and randomization, through rigorous data analysis and inference, to careful wording in communicating research results to peer scientists and society in general. We provide a detailed discussion of core concepts in experimental design, including data architecture, experimental replication, and subsampling, and elaborate on practical implications for proper elicitation of the scope of reach of research findings. For data analysis, we emphasize proper implementation of mixed models, in terms of both distributional assumptions and specification of fixed and random effects to explicitly recognize multilevel data architecture. This is critical to ensure that experimental error for treatments of interest is properly recognized and inference is correctly calibrated. Inferential misinterpretations associated with use of P-values, both significant and not, are clarified, and problems associated with error inflation due to multiple comparisons and selective reporting are illustrated. Overall, we advocate for a responsible practice of statistics in the animal sciences, with an emphasis on continuing quantitative education and interdisciplinary collaboration between animal scientists and statisticians to maximize reproducibility of research findings.",2018-07-01,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-11-20 18:55:58,5679-5701,,7,101,,Journal of Dairy Science,Invited review,,,,,,,,,,,,ScienceDirect,,,,,,PubMed,experimental replication; model specification; multiple testing; statistical errors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2TJ8AICG,journalArticle,2015,"Ferguson, Christopher J.","""Everybody knows psychology is not a real science"": Public perceptions of psychology and how we can improve our relationship with policymakers, the scientific community, and the general public",The American Psychologist,,1935-990X,10.1037/a0039405,,"In a recent seminal article, Lilienfeld (2012) argued that psychological science is experiencing a public perception problem that has been caused by both public misconceptions about psychology, as well as the psychological science community's failure to distinguish itself from pop psychology and questionable therapeutic practices. Lilienfeld's analysis is an important and cogent synopsis of external problems that have limited psychological science's penetration into public knowledge. The current article expands upon this by examining internal problems, or problems within psychological science that have potentially limited its impact with policymakers, other scientists, and the public. These problems range from the replication crisis and defensive reactions to it, overuse of politicized policy statements by professional advocacy groups such as the American Psychological Association (APA), and continued overreliance on mechanistic models of human behavior. It is concluded that considerable problems arise from psychological science's tendency to overcommunicate mechanistic concepts based on weak and often unreplicated (or unreplicable) data that do not resonate with the everyday experiences of the general public or the rigor of other scholarly fields. It is argued that a way forward can be seen by, on one hand, improving the rigor and transparency of psychological science, and making theoretical innovations that better acknowledge the complexities of the human experience. (PsycINFO Database Record",2015-09,2020-07-13 16:52:49,2020-07-13 16:52:49,,527-542,,6,70,,Am Psychol,"""Everybody knows psychology is not a real science""",,,,,,,eng,,,,,PubMed,,PMID: 26348335,,,http://www.ncbi.nlm.nih.gov/pubmed/26348335,PubMed,Humans; Science; Psychology; Perception; Public Opinion; Public Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T8IIMHML,journalArticle,2018,"Vazire, Simine","Implications of the Credibility Revolution for Productivity, Creativity, and Progress",Perspectives on Psychological Science,,1745-6916,10.1177/1745691617751884,https://doi.org/10.1177/1745691617751884,"The credibility revolution (sometimes referred to as the “replicability crisis”) in psychology has brought about many changes in the standards by which psychological science is evaluated. These changes include (a) greater emphasis on transparency and openness, (b) a move toward preregistration of research, (c) more direct-replication studies, and (d) higher standards for the quality and quantity of evidence needed to make strong scientific claims. What are the implications of these changes for productivity, creativity, and progress in psychological science? These questions can and should be studied empirically, and I present my predictions here. The productivity of individual researchers is likely to decline, although some changes (e.g., greater collaboration, data sharing) may mitigate this effect. The effects of these changes on creativity are likely to be mixed: Researchers will be less likely to pursue risky questions; more likely to use a broad range of methods, designs, and populations; and less free to define their own best practices and standards of evidence. Finally, the rate of scientific progress—the most important shared goal of scientists—is likely to increase as a result of these changes, although one’s subjective experience of making progress will likely become rarer.",2018-07-01,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-11-20 18:45:36,411-417,,4,13,,Perspect Psychol Sci,,,,,,,,en,,,,,SAGE Journals,,,,,,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEYHEHGD,journalArticle,2018,"Moher, David; Naudet, Florian; Cristea, Ioana A.; Miedema, Frank; Ioannidis, John P. A.; Goodman, Steven N.","Assessing scientists for hiring, promotion, and tenure",PLOS Biology,,1545-7885,10.1371/journal.pbio.2004089,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.2004089,"Assessment of researchers is necessary for decisions of hiring, promotion, and tenure. A burgeoning number of scientific leaders believe the current system of faculty incentives and rewards is misaligned with the needs of society and disconnected from the evidence about the causes of the reproducibility crisis and suboptimal quality of the scientific publication record. To address this issue, particularly for the clinical and life sciences, we convened a 22-member expert panel workshop in Washington, DC, in January 2017. Twenty-two academic leaders, funders, and scientists participated in the meeting. As background for the meeting, we completed a selective literature review of 22 key documents critiquing the current incentive system. From each document, we extracted how the authors perceived the problems of assessing science and scientists, the unintended consequences of maintaining the status quo for assessing scientists, and details of their proposed solutions. The resulting table was used as a seed for participant discussion. This resulted in six principles for assessing scientists and associated research and policy implications. We hope the content of this paper will serve as a basis for establishing best practices and redesigning the current approaches to assessing scientists by the many players involved in that process.",2018-03-29,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-11-20 18:57:30,e2004089,,3,16,,PLOS Biology,,,,,,,,en,,,,,PLoS Journals,,,,,,PubMed,Scientists; Research design; Bibliometrics; Citation analysis; Research assessment; Research monitoring; Research reporting guidelines; Scientific publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVHN4T4D,journalArticle,2015,"Rotello, Caren M.; Heit, Evan; Dubé, Chad",When more data steer us wrong: replications with the wrong dependent measure perpetuate erroneous conclusions,Psychonomic Bulletin & Review,,1531-5320,10.3758/s13423-014-0759-2,https://doi.org/10.3758/s13423-014-0759-2,"There is a replication crisis in science, to which psychological research has not been immune: Many effects have proven uncomfortably difficult to reproduce. Although the reliability of data is a serious concern, we argue that there is a deeper and more insidious problem in the field: the persistent and dramatic misinterpretation of empirical results that replicate easily and consistently. Using a series of four highly studied “textbook” examples from different research domains (eyewitness memory, deductive reasoning, social psychology, and child welfare), we show how simple unrecognized incompatibilities among dependent measures, analysis tools, and the properties of data can lead to fundamental interpretive errors. These errors, which are not reduced by additional data collection, may lead to misguided research efforts and policy recommendations. We conclude with a set of recommended strategies and research tools to reduce the probability of these persistent and largely unrecognized errors. The use of receiver operating characteristic (ROC) curves is highlighted as one such recommendation.",2015-08-01,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-11-20 18:52:36,944-954,,4,22,,Psychon Bull Rev,When more data steer us wrong,,,,,,,en,,,,,Springer Link,,,,,,PubMed,Social cognition; Eyewitness memory; Signal detection theory; Statistical inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CX3DQSSN,journalArticle,2018,"Nicenboim, Bruno; Vasishth, Shravan; Engelmann, Felix; Suckow, Katja",Exploratory and Confirmatory Analyses in Sentence Processing: A Case Study of Number Interference in German,Cognitive Science,,1551-6709,10.1111/cogs.12589,https://onlinelibrary.wiley.com/doi/abs/10.1111/cogs.12589,"Given the replication crisis in cognitive science, it is important to consider what researchers need to do in order to report results that are reliable. We consider three changes in current practice that have the potential to deliver more realistic and robust claims. First, the planned experiment should be divided into two stages, an exploratory stage and a confirmatory stage. This clear separation allows the researcher to check whether any results found in the exploratory stage are robust. The second change is to carry out adequately powered studies. We show that this is imperative if we want to obtain realistic estimates of effects in psycholinguistics. The third change is to use Bayesian data-analytic methods rather than frequentist ones; the Bayesian framework allows us to focus on the best estimates we can obtain of the effect, rather than rejecting a strawman null. As a case study, we investigate number interference effects in German. Number feature interference is predicted by cue-based retrieval models of sentence processing (Van Dyke & Lewis, 2003; Vasishth & Lewis, 2006), but it has shown inconsistent results. We show that by implementing the three changes mentioned, suggestive evidence emerges that is consistent with the predicted number interference effects.",2018,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-11-20 17:35:30,1075-1100,,S4,42,,,Exploratory and Confirmatory Analyses in Sentence Processing,,,,,,,en,,,,,Wiley Online Library,,,,,,PubMed,Bayesian hierarchical modeling; Cue-based retrieval; Exploratory and confirmatory analyses; German; Number interference; Sentence processing; Similarity-based interference; Working memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSBUKSEH,journalArticle,2018,"Smith, Philip L.; Little, Daniel R.",Small is beautiful: In defense of the small-N design,Psychonomic Bulletin & Review,,1531-5320,10.3758/s13423-018-1451-8,https://doi.org/10.3758/s13423-018-1451-8,"The dominant paradigm for inference in psychology is a null-hypothesis significance testing one. Recently, the foundations of this paradigm have been shaken by several notable replication failures. One recommendation to remedy the replication crisis is to collect larger samples of participants. We argue that this recommendation misses a critical point, which is that increasing sample size will not remedy psychology’s lack of strong measurement, lack of strong theories and models, and lack of effective experimental control over error variance. In contrast, there is a long history of research in psychology employing small-N designs that treats the individual participant as the replication unit, which addresses each of these failings, and which produces results that are robust and readily replicated. We illustrate the properties of small-N and large-N designs using a simulated paradigm investigating the stage structure of response times. Our simulations highlight the high power and inferential validity of the small-N design, in contrast to the lower power and inferential indeterminacy of the large-N design. We argue that, if psychology is to be a mature quantitative science, then its primary theoretical aim should be to investigate systematic, functional relationships as they are manifested at the individual participant level and that, wherever possible, it should use methods that are optimized to identify relationships of this kind.",2018-03-19,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-11-20 17:36:55,,,,,,Psychon Bull Rev,Small is beautiful,,,,,,,en,,,,,Springer Link,,,,,,PubMed,Methodology; Replication; Inference; Mathematical psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIW3JCQ2,journalArticle,2018,"Steinfath, Matthias; Vogl, Silvia; Violet, Norman; Schwarz, Franziska; Mielke, Hans; Selhorst, Thomas; Greiner, Matthias; Schönfelder, Gilbert",Simple changes of individual studies can improve the reproducibility of the biomedical scientific process as a whole,PloS One,,1932-6203,10.1371/journal.pone.0202762,,"We developed a new probabilistic model to assess the impact of recommendations rectifying the reproducibility crisis (by publishing both positive and 'negative' results and increasing statistical power) on competing objectives, such as discovering causal relationships, avoiding publishing false positive results, and reducing resource consumption. In contrast to recent publications our model quantifies the impact of each single suggestion not only for an individual study but especially their relation and consequences for the overall scientific process. We can prove that higher-powered experiments can save resources in the overall research process without generating excess false positives. The better the quality of the pre-study information and its exploitation, the more likely this beneficial effect is to occur. Additionally, we quantify the adverse effects of both neglecting good practices in the design and conduct of hypotheses-based research, and the omission of the publication of 'negative' findings. Our contribution is a plea for adherence to or reinforcement of the good scientific practice and publication of 'negative' findings.",2018,2020-07-13 16:52:49,2020-07-13 16:52:49,,e0202762,,9,13,,PLoS ONE,,,,,,,,eng,,,,,PubMed,,PMID: 30208060 PMCID: PMC6135363,,; ,http://www.ncbi.nlm.nih.gov/pubmed/30208060; http://www.ncbi.nlm.nih.gov/pubmed/30208060,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMSDPZBN,journalArticle,2018,"de Ruiter, Jan",Redefine or justify? Comments on the alpha debate,Psychonomic Bulletin & Review,,1531-5320,10.3758/s13423-018-1523-9,,"Benjamin et al. (Nature Human Behaviour 2, 6-10, 2017) proposed improving the reproducibility of findings in psychological research by lowering the alpha level of our conventional null hypothesis significance tests from .05 to .005, because findings with p-values close to .05 represent insufficient empirical evidence. They argued that findings with a p-value between 0.005 and 0.05 should still be published, but not called ""significant"" anymore. This proposal was criticized and rejected in a response by Lakens et al. (Nature Human Behavior 2, 168-171, 2018), who argued that instead of lowering the traditional alpha threshold to .005, we should stop using the term ""statistically significant,"" and require researchers to determine and justify their alpha levels before they collect data. In this contribution, I argue that the arguments presented by Lakens et al. against the proposal by Benjamin et al. are not convincing. Thus, given that it is highly unlikely that our field will abandon the NHST paradigm any time soon, lowering our alpha level to .005 is at this moment the best way to combat the replication crisis in psychology.",2018-09-27,2020-07-13 16:52:49,2020-07-13 16:52:49,,,,,,,Psychon Bull Rev,Redefine or justify?,,,,,,,eng,,,,,PubMed,,PMID: 30264238,,,http://www.ncbi.nlm.nih.gov/pubmed/30264238,Evidence; PubMed; Reproducibility; Alpha; Significance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KM2Y7LKT,journalArticle,2017,"Valdez, Joshua; Kim, Matthew; Rueschman, Michael; Socrates, Vimig; Redline, Susan; Sahoo, Satya S.",ProvCaRe Semantic Provenance Knowledgebase: Evaluating Scientific Reproducibility of Research Studies,AMIA ... Annual Symposium proceedings. AMIA Symposium,,1942-597X,,,"Scientific reproducibility is critical for biomedical research as it enables us to advance science by building on previous results, helps ensure the success of increasingly expensive drug trials, and allows funding agencies to make informed decisions. However, there is a growing ""crisis"" of reproducibility as evidenced by a recent Nature journal survey of more than 1500 researchers that found that 70% of researchers were not able to replicate results from other research groups and more than 50% of researchers were not able reproduce their own research results. In 2016, the National Institutes of Health (NIH) announced the ""Rigor and Reproducibility"" guidelines to support reproducibility in biomedical research. A key component of the NIH Rigor and Reproducibility guidelines is the recording and analysis of ""provenance"" information, which describes the origin or history of data and plays a central role in ensuring scientific reproducibility. As part of the NIH Big Data to Knowledge (BD2K)-funded data provenance project, we have developed a new informatics framework called Provenance for Clinical and Healthcare Research (ProvCaRe) to extract, model, and analyze provenance information from published literature describing research studies. Using sleep medicine research studies that have made their data available through the National Sleep Research Resource (NSRR), we have developed an automated pipeline to identify and extract provenance metadata from published literature that is made available for analysis in the ProvCaRe knowledgebase. NSRR is the largest repository of sleep data from over 40,000 studies involving 36,000 participants and we used 75 published articles describing 6 research studies to populate the ProvCaRe knowledgebase. We evaluated the ProvCaRe knowledgebase with 28,474 ""provenance triples"" using hypothesis-driven queries to identify and rank research studies based on the provenance information extracted from published articles.",2017,2020-07-13 16:52:49,2020-07-13 16:52:49,,1705-1714,,,,,AMIA Annu Symp Proc,ProvCaRe Semantic Provenance Knowledgebase,,,,,,,eng,,,,,PubMed,,PMID: 29854241 PMCID: PMC5977728,,,http://www.ncbi.nlm.nih.gov/pubmed/29854241,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C849225S,journalArticle,2018,"Oakden-Rayner, Luke; Beam, Andrew L.; Palmer, Lyle J.",Medical journals should embrace preprints to address the reproducibility crisis,International Journal of Epidemiology,,1464-3685,10.1093/ije/dyy105,,,2018-06-03,2020-07-13 16:52:49,2020-07-13 16:52:49,,,,,,,Int J Epidemiol,,,,,,,,eng,,,,,PubMed,,PMID: 29868762,,,http://www.ncbi.nlm.nih.gov/pubmed/29868762,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSZMUFKG,report,2016,"Davies, Erika W.; Edwards, Diane D.","Promoting Responsible Scientific Research: Report on an American Academy of Microbiology Colloquium held in Washington, DC, from 14 to 15 October 2015",,,,,http://www.ncbi.nlm.nih.gov/books/NBK519803/,"Reproducibility has long been a cornerstone of the scientific enterprise. In recent years, however, there has been growing concern over the lack of reproducibility of many published scientific studies. Systemic problems in the funding and culture of research likely contribute to the reproducibility crisis. Competition for scarce resources may pressure scientists to cut corners, introduce bias and, in extreme cases, falsify or manipulate data, resulting in published studies that cannot be reproduced. The Academy convened a colloquium in October 2015 to discuss the causes, outcomes and possible solutions to this reproducibility problem. The resulting recommendations provide actionable steps that can be taken to improve the reproducibility of published research.",2016,2020-07-13 16:52:49,2020-07-13 16:52:49,2018-10-15 16:48:06,,,,,,,Promoting Responsible Scientific Research,,,,,American Society for Microbiology,Washington (DC),eng,Copyright 2016 American Academy of Microbiology.,,,,PubMed,NBK519803,PMID: 30176130,,,http://www.ncbi.nlm.nih.gov/pubmed/30176130,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBALTPED,journalArticle,2018,"Turkiewicz, A.; Luta, G.; Hughes, H. V.; Ranstam, J.",Statistical mistakes and how to avoid them - lessons learned from the reproducibility crisis,Osteoarthritis and Cartilage,,1522-9653,10.1016/j.joca.2018.07.017,,,2018-08-08,2020-07-13 16:52:49,2020-07-13 16:52:49,,,,,,,Osteoarthr. Cartil.,,,,,,,,eng,,,,,PubMed,,PMID: 30096356,,,http://www.ncbi.nlm.nih.gov/pubmed/30096356,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43C7ZZQK,journalArticle,2018,"Schloss, Patrick D.","Identifying and Overcoming Threats to Reproducibility, Replicability, Robustness, and Generalizability in Microbiome Research",mBio,,2150-7511,10.1128/mBio.00525-18,,"The ""reproducibility crisis"" in science affects microbiology as much as any other area of inquiry, and microbiologists have long struggled to make their research reproducible. We need to respect that ensuring that our methods and results are sufficiently transparent is difficult. This difficulty is compounded in interdisciplinary fields such as microbiome research. There are many reasons why a researcher is unable to reproduce a previous result, and even if a result is reproducible, it may not be correct. Furthermore, failures to reproduce previous results have much to teach us about the scientific process and microbial life itself. This Perspective delineates a framework for identifying and overcoming threats to reproducibility, replicability, robustness, and generalizability of microbiome research. Instead of seeing signs of a crisis in others' work, we need to appreciate the technical and social difficulties that limit reproducibility in the work of others as well as our own.",2018-06-05,2020-07-13 16:52:49,2020-07-13 16:52:49,,,,3,9,,MBio,,,,,,,,eng,,,,,PubMed,,PMID: 29871915 PMCID: PMC5989067,,,http://www.ncbi.nlm.nih.gov/pubmed/29871915,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XXTKGNL,journalArticle,2018,"Asarnow, Joan; Bloch, Michael H.; Brandeis, Daniel; Alexandra Burt, S.; Fearon, Pasco; Fombonne, Eric; Green, Jonathan; Gregory, Alice; Gunnar, Megan; Halperin, Jeff M.; Hollis, Chris; Jaffee, Sara; Klump, Kelly; Landau, Sabine; Lesch, Klaus-Peter; Oldehinkel, A. J. Tineke; Peterson, Bradley; Ramchandani, Paul; Sonuga-Barke, Edmund; Stringaris, Argyris; Zeanah, Charles H.",Special Editorial: Open science and the Journal of Child Psychology & Psychiatry - next steps?,"Journal of Child Psychology and Psychiatry, and Allied Disciplines",,1469-7610,10.1111/jcpp.12929,,"The JCPP works at the cutting edge of clinical science to publish ground-breaking research across the full range of topics in the field of child psychology and psychiatry. As JCPP editors, who are also active researchers in our own right, we are conscious of the threat posed to our field by what has come to be known as the reproducibility crisis - the fact that many published findings, initially trumpeted as important developments in the field, cannot be replicated and are therefore likely to be spurious (Nature Human Behaviour, 1, 2017, 21). The JCPP is conscious of its responsibility to play its part in addressing this issue as best it can. The roots of the problem are complex and its causes multifaceted. As one part of its response, the JCPP embraces the principles of open science and encourage preregistration of study protocols. Furthermore, we are working towards implementing new systems to promote preregistration with the hope of increasing scientific transparency and accountability and reducing the risks of selective reporting and posthoc rationalisation of findings (Journal of Child Psychology & Psychiatry, 59, 2018, 1).",2018-07,2020-07-13 16:52:49,2020-07-13 16:52:49,,826-827,,7,59,,J Child Psychol Psychiatry,Special Editorial,,,,,,,eng,,,,,PubMed,,PMID: 29806217,,,http://www.ncbi.nlm.nih.gov/pubmed/29806217,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7PFZ5VFI,journalArticle,2018,"Milcu, Alexandru; Puga-Freitas, Ruben; Ellison, Aaron M.; Blouin, Manuel; Scheu, Stefan; Freschet, Grégoire T.; Rose, Laura; Barot, Sebastien; Cesarz, Simone; Eisenhauer, Nico; Girin, Thomas; Assandri, Davide; Bonkowski, Michael; Buchmann, Nina; Butenschoen, Olaf; Devidal, Sebastien; Gleixner, Gerd; Gessler, Arthur; Gigon, Agnès; Greiner, Anna; Grignani, Carlo; Hansart, Amandine; Kayler, Zachary; Lange, Markus; Lata, Jean-Christophe; Le Galliard, Jean-François; Lukac, Martin; Mannerheim, Neringa; Müller, Marina E. H.; Pando, Anne; Rotter, Paula; Scherer-Lorenzen, Michael; Seyhun, Rahme; Urban-Mead, Katherine; Weigelt, Alexandra; Zavattaro, Laura; Roy, Jacques",Genotypic variability enhances the reproducibility of an ecological study,Nature Ecology & Evolution,,2397-334X,10.1038/s41559-017-0434-x,,"Many scientific disciplines are currently experiencing a 'reproducibility crisis' because numerous scientific findings cannot be repeated consistently. A novel but controversial hypothesis postulates that stringent levels of environmental and biotic standardization in experimental studies reduce reproducibility by amplifying the impacts of laboratory-specific environmental factors not accounted for in study designs. A corollary to this hypothesis is that a deliberate introduction of controlled systematic variability (CSV) in experimental designs may lead to increased reproducibility. To test this hypothesis, we had 14 European laboratories run a simple microcosm experiment using grass (Brachypodium distachyon L.) monocultures and grass and legume (Medicago truncatula Gaertn.) mixtures. Each laboratory introduced environmental and genotypic CSV within and among replicated microcosms established in either growth chambers (with stringent control of environmental conditions) or glasshouses (with more variable environmental conditions). The introduction of genotypic CSV led to 18% lower among-laboratory variability in growth chambers, indicating increased reproducibility, but had no significant effect in glasshouses where reproducibility was generally lower. Environmental CSV had little effect on reproducibility. Although there are multiple causes for the 'reproducibility crisis', deliberately including genetic variability may be a simple solution for increasing the reproducibility of ecological studies performed under stringently controlled environmental conditions.",2018-02,2020-07-13 16:52:49,2020-07-13 16:52:49,,279-287,,2,2,,Nat Ecol Evol,,,,,,,,eng,,,,,PubMed,,PMID: 29335575,,,http://www.ncbi.nlm.nih.gov/pubmed/29335575,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VE9A4H8C,journalArticle,2018,"Bespalov, Anton; Steckler, Thomas",Lacking quality in research: Is behavioral neuroscience affected more than other areas of biomedical science?,Journal of Neuroscience Methods,,1872-678X,10.1016/j.jneumeth.2017.10.018,,"There are many reasons why novel therapeutics fail in clinical trials but these failures are often attributed to lacking quality of preclinical data. These problems are not limited to any specific therapeutic area, academic or industrial research and are due in large part to several generic factors influencing research quality (e.g., related to definition of pre-specified endpoints, principles of study design and analysis, biased reporting, and lack of proper training). Yet, neuroscience drug discovery is often said to be affected more than the other fields. Within neuroscience, behavioral studies are the most blamed for being poorly designed, underpowered and mis-reported and there are indeed several factors that may be rather unique for behavioral research, such as a multitude of environmental conditions that are difficult to control and that are often not reported, ethical concerns about in vivo research and the pressure to reduce animal numbers, contributing to under-powered studies, and the complexity of study design and analysis, creating too much room for post hoc data massaging and selective reporting. Also, the blood-brain barrier as a frequently neglected complicating factor has to be considered in CNS research. The importance of these factors is increasingly recognized and urgent efforts are needed to demonstrate that behavioral methods of preclinical neuroscience research deliver results that can be as robust as with the non-behavioral methods Until this goal is achieved, behavioral neuroscience and neuroscience in general may be losing young talent, CNS drug discovery may lack the needed investment and this field may indeed be amongst the most affected by the current preclinical data quality crisis.",2018-04-15,2020-07-13 16:52:49,2020-07-13 16:52:49,,4-9,,,300,,J. Neurosci. Methods,Lacking quality in research,,,,,,,eng,,,,,PubMed,,PMID: 29107620,,,http://www.ncbi.nlm.nih.gov/pubmed/29107620,PubMed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
